transaction_id,user_id,amount,merchant_name,merchant_mcc,merchant_category,timestamp,is_fraud,device_fingerprint,user_location_lat,user_location_lon,merchant_location_lat,merchant_location_lon,account_age_days
TXN_000076,USER_0366,30.83987061401381,Gas Station,5651,DINING,2025-10-28 23:52:30.855575,0,DEV_3484,-18.518345585071106,18.0848578615848,-20.474774027987923,15.785929953207994,41
TXN_000077,USER_0955,24.204474089637444,Fast Food,5999,HEALTH,2025-10-29 00:02:30.855575,0,DEV_2162,-18.106100991825645,20.692199721328894,-19.22103137837569,18.249018731690995,524
TXN_000078,USER_0454,103.36885029481186,Coffee Shop,5812,HEALTH,2025-10-29 00:12:30.855575,0,DEV_2571,-20.453331522281164,13.841376693619916,-19.937857685304547,15.332180378746882,32
TXN_000079,USER_0427,39.91041038172944,Pharmacy,5999,FOOD,2025-10-29 00:22:30.855575,0,DEV_5009,-19.43822650903136,16.062017232604433,-19.886391063048475,15.973169552482274,205
TXN_000080,USER_0508,17.501831919239706,Electronics Store,5311,ELECTRONICS,2025-10-29 00:32:30.855575,1,DEV_8863,-19.77434500210196,19.263830350376953,-20.659389853001443,19.970947901211407,199
TXN_000081,USER_0775,12.737938502957828,Gas Station,5812,HEALTH,2025-10-29 00:42:30.855575,0,DEV_5742,-21.692313592561508,16.25396211365766,-21.993569927168796,21.538808197064917,925
TXN_000082,USER_0942,486.5339739458321,Electronics Store,5942,FOOD,2025-10-29 00:52:30.855575,0,DEV_1389,-21.835356433371878,13.429191112931113,-20.576612209319663,22.412747371461734,205
TXN_000083,USER_0034,9.53345844001429,Supermarket,5812,FUEL,2025-10-29 01:02:30.855575,0,DEV_1556,-18.90638028543303,15.021282707188186,-20.789128282746116,13.582357463327277,26
TXN_000084,USER_0205,76.29682616000257,Supermarket,5651,DINING,2025-10-29 01:12:30.855575,0,DEV_7549,-20.4218629815706,13.422399485194955,-21.598643863237385,21.58096734466389,286
TXN_000085,USER_0080,266.2075344925042,Supermarket,5651,HEALTH,2025-10-29 01:22:30.855575,0,DEV_3000,-20.76970342393143,24.786224269595426,-21.205455208340755,24.17275395712106,471
TXN_000086,USER_0931,286.2147714612877,Clothing Store,5812,GROCERIES,2025-10-29 01:32:30.855575,0,DEV_8758,-18.05766893488364,15.06343184956987,-18.076439687484736,19.549537767948614,150
TXN_000087,USER_0561,22.142999496729814,Grocery Store,5411,GROCERIES,2025-10-29 01:42:30.855575,0,DEV_3504,-21.65908000704751,18.897201618194945,-20.880732188635573,19.86084297589282,342
TXN_000088,USER_0871,40.073801798084865,Bookstore,5812,ELECTRONICS,2025-10-29 01:52:30.855575,0,DEV_4525,-20.92374979275864,17.570784829589115,-19.927367861800366,24.419205989208784,47
TXN_000089,USER_0387,29.955404183820967,Fast Food,5814,GROCERIES,2025-10-29 02:02:30.855575,0,DEV_7142,-18.572793309704274,19.40367675340794,-19.80266953491897,23.302619435793368,202
TXN_000090,USER_0001,5.460125943146793,Clothing Store,5311,HEALTH,2025-10-29 02:12:30.855575,0,DEV_6328,-20.340004968155192,18.475184455828423,-19.759879774428953,19.249699505207914,66
TXN_000091,USER_0389,122.27542406324388,Bookstore,5912,FOOD,2025-10-29 02:22:30.855575,0,DEV_2276,-19.66301160524794,21.453103928689877,-21.81068745951929,21.95604400332197,116
TXN_000092,USER_0565,57.84433183460739,Fast Food,5651,FOOD,2025-10-29 02:32:30.855575,0,DEV_8327,-21.80647130278758,23.349180661626434,-18.914151269030594,14.351687086045924,373
TXN_000093,USER_0105,473.84374758415765,Online Retailer,5812,DINING,2025-10-29 02:42:30.855575,0,DEV_4266,-18.318832384201603,15.708892034765697,-19.07861990290453,17.370480194935144,511
TXN_000094,USER_0771,15.882094682013935,Coffee Shop,5732,FUEL,2025-10-29 02:52:30.855575,0,DEV_7287,-21.45232510293306,14.386887951816107,-18.091231453722347,21.30032037411222,136
TXN_000095,USER_0821,279.51189167308934,Supermarket,5812,FUEL,2025-10-29 03:02:30.855575,0,DEV_5225,-21.146535615245305,24.796418019851714,-21.261234949656938,15.751575100344681,1674
TXN_000096,USER_0476,310.7072732699136,Bookstore,5732,GROCERIES,2025-10-29 03:12:30.855575,0,DEV_3035,-21.372815137744077,23.258941979158866,-19.784834779491575,17.900669226496376,122
TXN_000097,USER_0702,58.59254852445002,Supermarket,5999,FUEL,2025-10-29 03:22:30.855575,1,DEV_6810,-20.009997804279376,16.730937721851674,-18.784679092303588,14.245463257964992,59
TXN_000098,USER_0401,2.103720920541476,Online Retailer,5999,FOOD,2025-10-29 03:32:30.855575,0,DEV_2352,-18.73258451344927,23.632228485448728,-21.502615918309562,23.671441121486595,737
TXN_000099,USER_0729,25.30870768608255,Restaurant,5814,RETAIL,2025-10-29 03:42:30.855575,0,DEV_6641,-20.932308716003522,20.717102047589183,-18.841716928159777,23.643688754474923,382
TXN_000100,USER_0555,795.3694203869686,Grocery Store,5542,ELECTRONICS,2025-10-29 03:52:30.855575,0,DEV_3947,-21.43071823498611,17.686468320139596,-20.920146864237125,18.21867026216435,415
TXN_000101,USER_0161,85.24961987742626,Restaurant,5912,EDUCATION,2025-10-29 04:02:30.855575,0,DEV_5180,-20.36031346488068,23.35448537529867,-20.876615696106903,14.496065960482607,577
TXN_000102,USER_0201,154.48539464200758,Clothing Store,5814,ENTERTAINMENT,2025-10-29 04:12:30.855575,0,DEV_5964,-18.073379667218763,20.77867534223157,-18.21761777972587,20.829746154345806,2767
TXN_000103,USER_0957,47.76294489899052,Restaurant,5311,ONLINE,2025-10-29 04:22:30.855575,0,DEV_7145,-21.95576768470437,22.743865897144723,-20.744507637641302,14.775954432168003,121
TXN_000104,USER_0995,39.04971723683461,Fast Food,5999,RETAIL,2025-10-29 04:32:30.855575,0,DEV_9603,-19.984008188488517,17.430876659679946,-19.66305035249642,14.971729817043919,289
TXN_000105,USER_0269,3.316742567622163,Pharmacy,5311,ELECTRONICS,2025-10-29 04:42:30.855575,0,DEV_1120,-19.32252749575164,22.383300886189687,-20.239628186862245,24.63660476181323,444
TXN_000106,USER_0862,179.8474201496262,Fast Food,5814,ELECTRONICS,2025-10-29 04:52:30.855575,0,DEV_2480,-18.773116979730553,16.77005020952277,-21.68736269098685,13.294037483955329,57
TXN_000107,USER_0815,275.7574864245734,Gas Station,5912,EDUCATION,2025-10-29 05:02:30.855575,0,DEV_9200,-19.015236685510853,21.556028124509318,-18.198069755256434,16.930143359268587,133
TXN_000108,USER_0270,13.114343721900745,Clothing Store,5732,ENTERTAINMENT,2025-10-29 05:12:30.855575,0,DEV_8808,-21.702289428810325,17.661897044001222,-21.145099040122943,19.213370906161042,133
TXN_000109,USER_0455,41.75074593056169,Supermarket,5814,EDUCATION,2025-10-29 05:22:30.855575,0,DEV_5407,-20.15251821977923,17.267529862630685,-20.929221892801195,13.401270080471052,144
TXN_000110,USER_0461,34.10309299932196,Bookstore,5999,RETAIL,2025-10-29 05:32:30.855575,0,DEV_8980,-21.68500168235859,22.356228335329856,-20.491013776659166,12.506260283427599,462
TXN_000111,USER_0726,102.53763900511363,Clothing Store,5912,HEALTH,2025-10-29 05:42:30.855575,0,DEV_1499,-19.520578712635803,13.62547816007106,-20.005856023158096,19.050393725579735,327
TXN_000112,USER_0251,24.129969791657842,Restaurant,5651,HEALTH,2025-10-29 05:52:30.855575,0,DEV_8052,-21.691873803394525,24.06671727937771,-21.4228571357352,13.489270342361142,459
TXN_000113,USER_0701,220.74570541463848,Electronics Store,5942,HEALTH,2025-10-29 06:02:30.855575,0,DEV_7029,-21.80634076844396,18.61284951998036,-19.480253643931107,15.26519888486825,262
TXN_000114,USER_0295,60.76332952408087,Bookstore,5411,RETAIL,2025-10-29 06:12:30.855575,0,DEV_5240,-20.77588742228545,20.26896718363332,-19.941190026094315,18.464549258942235,1135
TXN_000115,USER_0724,1.1922775871084605,Clothing Store,5411,GROCERIES,2025-10-29 06:22:30.855575,0,DEV_5496,-18.244672680171615,17.268399407179405,-20.787958689882252,16.51747212185193,268
TXN_000116,USER_0719,106.06800158276302,Coffee Shop,5814,ENTERTAINMENT,2025-10-29 06:32:30.855575,0,DEV_3974,-19.160013862444963,20.396370443230467,-19.229392789949827,21.237225567719467,337
TXN_000117,USER_0748,243.35626515236686,Clothing Store,5311,DINING,2025-10-29 06:42:30.855575,0,DEV_9877,-21.983896065573052,21.228068847528295,-19.943679431629715,24.511903601477414,129
TXN_000118,USER_0337,9.697881984974712,Fast Food,5411,DINING,2025-10-29 06:52:30.855575,0,DEV_6680,-20.861087986100408,23.29020536146107,-18.637257455690996,21.79149714881008,22
TXN_000119,USER_0878,100.79516643581233,Electronics Store,5942,ELECTRONICS,2025-10-29 07:02:30.855575,0,DEV_1754,-21.930008418129642,23.106923289636306,-18.578380817186915,24.99989654993856,616
TXN_000120,USER_0052,849.747719320873,Grocery Store,5812,HEALTH,2025-10-29 07:12:30.855575,0,DEV_6322,-20.82275623371331,16.651591100525152,-18.07957321099546,17.05586509477946,708
TXN_000121,USER_0791,64.59258124385347,Fast Food,5912,FUEL,2025-10-29 07:22:30.855575,0,DEV_7090,-19.258031295912318,20.00608732265036,-21.730656968684574,15.968102495889648,694
TXN_000122,USER_0921,302.60953057944016,Electronics Store,5411,ELECTRONICS,2025-10-29 07:32:30.855575,0,DEV_3314,-18.96088531327721,22.147504879108705,-20.379285438257853,14.76360880241228,590
TXN_000123,USER_0216,28.12805690700849,Electronics Store,5812,ONLINE,2025-10-29 07:42:30.855575,1,DEV_8880,-18.783568769046013,21.943225371324473,-19.993924103396225,23.50341387315306,114
TXN_000124,USER_0763,53.14656994395809,Clothing Store,5732,EDUCATION,2025-10-29 07:52:30.855575,0,DEV_3297,-18.360039612892834,23.582108835642316,-21.064760536595912,17.06916443642205,312
TXN_000125,USER_0187,40.16789594003341,Online Retailer,5311,DINING,2025-10-29 08:02:30.855575,0,DEV_5534,-20.536827059612364,22.81526601389668,-18.311859237832365,21.242245830664046,615
TXN_000126,USER_0379,30.548615348385415,Pharmacy,5651,RETAIL,2025-10-29 08:12:30.855575,0,DEV_4679,-18.54960913217665,21.332127040875303,-21.647486461348183,20.772101737269168,358
TXN_000127,USER_0492,43.74673285326208,Online Retailer,5651,HEALTH,2025-10-29 08:22:30.855575,0,DEV_1386,-19.08932508351955,21.735118053888854,-20.28597562123758,12.741970585961495,1162
TXN_000128,USER_0040,4.730246562924924,Electronics Store,5912,DINING,2025-10-29 08:32:30.855575,0,DEV_2485,-19.84897660494995,22.496768833479617,-21.259237114692557,23.43540076652468,413
TXN_000129,USER_0156,33.23753462870409,Clothing Store,5812,GROCERIES,2025-10-29 08:42:30.855575,0,DEV_3543,-18.18147695920366,22.89255063848075,-19.2714447566654,18.324956366106452,300
TXN_000130,USER_0014,406.14477436280936,Pharmacy,5542,FOOD,2025-10-29 08:52:30.855575,0,DEV_5711,-18.209036268566624,16.58469737357837,-19.18003067543833,14.906126704484052,1963
TXN_000131,USER_0812,12.864414256872442,Supermarket,5651,ELECTRONICS,2025-10-29 09:02:30.855575,0,DEV_8128,-18.409582876251758,22.163539539870563,-18.50994393810733,24.728129868089702,279
TXN_000132,USER_0064,11.03199947376295,Coffee Shop,5651,EDUCATION,2025-10-29 09:12:30.855575,0,DEV_7115,-21.191090711709105,24.339716821996177,-20.3641177393301,21.79103221049202,1244
TXN_000133,USER_0856,59.84863095218427,Restaurant,5732,DINING,2025-10-29 09:22:30.855575,0,DEV_9328,-21.168453004353246,15.02852404752474,-18.899558488032632,20.01754001573383,4
TXN_000134,USER_0838,64.50706257123981,Bookstore,5651,FOOD,2025-10-29 09:32:30.855575,0,DEV_3049,-18.39598819310421,12.627054459180963,-19.80167772824845,24.84889018437682,291
TXN_000135,USER_0520,96.17765734644249,Pharmacy,5942,FUEL,2025-10-29 09:42:30.855575,0,DEV_6238,-20.40834739639661,12.941151788972329,-18.75091636003405,21.83562763035842,124
TXN_000136,USER_0343,46.0345471781777,Bookstore,5651,ONLINE,2025-10-29 09:52:30.855575,0,DEV_1856,-18.810222959214492,14.817336344859084,-21.658484035085124,13.574874106482511,183
TXN_000137,USER_0128,60.81255392497778,Supermarket,5411,DINING,2025-10-29 10:02:30.855575,0,DEV_2143,-19.2522375204977,23.957274765935146,-20.146209386432098,24.884912629942352,33
TXN_000138,USER_0647,32.25499256755528,Supermarket,5651,ONLINE,2025-10-29 10:12:30.855575,0,DEV_3837,-18.950572830314158,13.648349090485432,-21.39775763087871,19.76881313618218,111
TXN_000139,USER_0471,8.055102705296859,Coffee Shop,5732,HEALTH,2025-10-29 10:22:30.855575,0,DEV_9340,-21.89490466879359,21.71883957662564,-18.83857806183416,15.892660305083169,307
