user_id,monthly_avg_revenue,transaction_volume_90d,avg_transaction_amount,transaction_count_90d,account_age_days,successful_transactions,failed_transactions,avg_daily_balance,fraud_incidents,disputed_transactions,chargebacks,defaulted
USER_0036,3673.3656623572224,111537.2476840486,66.39721606994914,48,885,93,1,2059.933277631799,0,0,0,0
USER_0037,420.03157042045825,3554.400130710744,65.82969529537232,64,557,99,0,757.8425402869606,0,0,0,1
USER_0038,789.827013398233,56877.89132094717,167.0939713707789,39,85,99,1,259.8244737139678,0,0,0,1
USER_0039,3629.5401393859293,12833.340983323023,655.6823250219976,50,478,95,0,5372.943643948076,0,0,1,0
USER_0040,6238.322405810306,14748.770160834845,101.85285786638359,43,38,90,3,234.73181806881067,0,0,0,1
USER_0041,3538.181880766592,1063.4514708240988,72.47692322471329,62,818,93,6,2510.68854148493,0,0,0,0
USER_0042,2655.4030169343127,6604.7018872637445,69.46188514775241,57,58,97,0,933.2486300892655,0,0,0,0
USER_0043,2205.9119924971224,3055.234694085238,101.94003690186042,41,396,97,2,1119.550554018085,0,0,0,0
USER_0044,679.5820722761961,21887.491272970972,39.31893618712315,52,343,94,2,458.49767290588244,0,0,0,0
USER_0045,1451.2140944775454,29298.64653177315,101.51418665816007,53,547,93,6,674.6215964343445,0,0,0,0
USER_0046,1880.6283506296163,672.2406447863392,141.289692066422,40,292,96,4,2431.0859469017237,0,0,0,0
USER_0047,8579.425448700656,7891.63142105241,111.01730205943315,62,22,96,0,361.8246432283995,0,0,0,0
USER_0048,4203.270911260376,31139.544125106575,142.2437213655813,52,446,98,2,663.2234624834565,0,0,0,0
USER_0049,511.30170904934215,6476.822053611687,138.8990776498686,49,176,97,0,3154.238565571711,0,0,0,0
USER_0050,4121.959637344397,19435.884909620592,15.303832967172744,47,140,95,3,610.2762374111146,0,0,0,0
USER_0051,2028.2278684824798,12349.842156848948,170.18229029342532,50,1747,98,2,1128.6026782260283,0,0,0,0
USER_0052,1514.859538363895,12209.776696262865,46.015815579237774,51,325,97,2,1224.6844054608255,0,0,0,0
USER_0053,5495.4529275726345,5851.3169018416065,30.089035521252136,47,452,97,2,459.28287637083025,0,0,0,0
USER_0054,8358.209616989983,1882.0239295785427,29.831001517847476,45,272,95,3,1675.039302173196,0,0,0,0
USER_0055,7564.943208954331,2109.410541220117,138.87046754292052,51,536,98,5,1019.0801557221126,0,0,0,0
USER_0056,1287.9183048966079,18981.55538329035,72.05466541229067,42,509,95,3,492.15662081185656,1,1,0,0
USER_0057,2188.0972819705185,8294.516448759048,16.74385317034598,58,390,92,4,2064.581880668664,0,0,0,0
USER_0058,4151.659577184557,6862.213295224161,145.18921389943003,63,2224,99,2,1268.013233555302,0,0,0,0
USER_0059,7907.327396519562,4872.35147789744,21.33591641257439,44,224,94,2,1022.859353835966,0,0,0,0
USER_0060,1846.091096979338,5618.238083294231,103.52585191969347,47,447,93,2,803.9252617815854,0,0,0,0
USER_0061,2475.854884733157,28461.117980333103,114.2625562963612,46,583,96,2,253.14686561922284,0,0,0,0
USER_0062,986.008550028928,5419.219615885894,218.23600778091307,45,172,97,1,940.8073226813888,0,0,0,1
USER_0063,901.2596319987736,1620.876520655503,534.6887417491791,54,223,98,2,118.9174093249113,0,0,0,1
USER_0064,6717.865992163711,19779.12031338834,22.99607787237002,40,1269,94,4,2294.041827559935,1,0,0,0
USER_0065,11570.800768702116,6336.919229358764,85.41537706858952,45,11,95,2,345.54840374365864,0,0,0,0
USER_0066,2773.8454302160667,8414.191626731408,68.28326434200582,50,149,97,0,1880.7769107670222,1,0,0,0
USER_0067,8131.761924090346,55775.722200496464,138.8993660897188,40,243,93,0,269.8168537657747,0,0,0,0
USER_0068,4279.690723274116,7905.605400221593,111.6834768668965,68,0,94,2,300.07418851591785,0,1,0,0
USER_0069,1563.809710765988,11464.61263228872,63.272687393669116,46,837,96,1,522.3373914659645,1,0,0,0
USER_0070,4278.661925678896,1969.0211310332668,57.9220309026176,41,123,94,0,7071.794026519353,0,0,0,0
USER_0071,13877.67296887312,6225.422915006352,29.475197435780714,53,108,97,2,708.9470333937473,0,0,0,0
USER_0072,2876.0524646117724,16838.63545037331,241.7397132905345,51,626,94,2,5858.268463160875,0,0,0,0
USER_0073,14251.873572326922,1253.3202632337468,142.48036227269068,57,118,97,2,1743.2641226613,0,0,0,0
USER_0074,217.07760056616414,10311.490260738707,225.37556710543797,37,391,94,5,846.218525445934,0,1,0,0
USER_0075,6781.1535350474005,9144.878613265408,65.9966421042951,44,628,97,3,1303.7201869665832,0,0,0,0
USER_0076,3252.0702360576283,8514.662417665302,46.67293896515158,43,573,95,1,1531.8772676227989,0,0,0,0
USER_0077,2210.5411958539157,28129.965594386533,30.620965866217748,50,555,97,2,1709.3547470211358,0,0,0,0
USER_0078,3267.435732295846,12104.423191682667,128.8846197698927,55,33,94,1,4126.703986328606,0,0,0,0
USER_0079,408.4751521497033,47747.70481383817,31.82355616522839,58,30,98,1,1195.7802763442328,0,0,0,0
USER_0080,2393.059883789367,2459.448904545563,571.7278371489598,62,133,97,2,2025.4394260058639,0,0,0,0
USER_0081,4260.37545992271,9538.671325269363,24.34575298476887,57,13,97,1,7765.565081774192,0,0,0,0
USER_0082,13067.63765578818,8967.481475509136,118.35163125917641,43,253,98,3,228.4017187444052,0,0,0,0
USER_0083,1775.3090185710525,2245.974108700363,431.32191213202566,51,183,94,1,976.7228623743472,0,0,0,0
USER_0084,1328.1023490133543,25528.582927087016,163.8726758068454,42,297,90,1,2443.3968679877107,0,0,0,0
USER_0085,1804.8683943935375,131874.76049028183,107.30483535330164,51,129,93,2,274.2160893878089,0,0,0,1
USER_0086,7445.77560528532,7939.397824478959,34.17575084762821,59,242,93,4,415.45314025269323,0,0,0,0
USER_0087,4141.242363730794,14854.012443190299,22.60634934822223,48,148,99,1,428.2134581040251,0,0,0,0
USER_0088,1755.0274840996115,8968.037721517667,194.42570466291625,48,79,98,3,1608.496103704584,0,0,0,0
USER_0089,4980.409687062224,3441.62284403283,405.9164055634546,53,382,95,2,1855.395019967576,0,0,0,0
USER_0090,3284.854209775568,911.4964201079737,58.04102043956943,50,408,90,2,453.84635577380004,0,0,0,0
USER_0091,7852.953566589163,3474.0343006545236,28.816221997879733,59,645,94,4,1683.1130894458315,0,0,0,0
USER_0092,1477.2638506085727,1524.8478946561156,7.704700286560306,53,758,96,4,573.3431223697256,0,0,0,0
USER_0093,2148.0975166309304,62625.16628736725,33.75859853703361,46,444,97,2,3849.9173548250455,0,0,0,0
USER_0094,2014.0277401999601,7057.656728803479,80.34606819445779,50,424,97,0,1828.653786983881,0,0,0,0
USER_0095,689.8574981679163,5350.240569513974,445.4670315139243,42,21,96,2,2286.2439364295446,0,0,0,0
USER_0096,4008.2911288467417,23552.437322701368,176.46696509112442,47,42,94,2,5371.882525652568,0,0,0,0
USER_0097,3870.176035427519,2108.851312504169,122.12992104588177,46,611,99,2,2191.214479347458,0,0,0,0
USER_0098,2996.2400251823506,3228.468497509696,60.33306763202127,55,96,93,1,620.3401191878279,0,0,0,0
USER_0099,2357.631675043526,8792.784518914514,50.24114350475858,50,160,91,0,1241.097186566028,0,0,0,0
USER_0100,723.8826241838294,27848.17711988353,367.1048850341021,54,57,92,1,295.5049780807371,0,0,0,0
USER_0101,1957.3654252672563,14794.666958951551,110.02840291255978,51,79,92,2,363.792884487294,1,0,0,1
USER_0102,2116.0056930951637,10916.057736959789,10.994545740758563,59,545,99,3,1989.8951431611151,0,0,0,0
USER_0103,1336.3839904191746,8899.419085369958,45.899781288685304,66,110,90,2,5847.256062920255,0,0,0,0
USER_0104,2536.9409614869096,13098.893325249828,38.15985200238564,57,217,96,0,3206.8669832769,0,0,0,0
USER_0105,4465.117714596769,10321.4908019422,52.129759787730045,46,60,93,1,1543.3174181350478,1,0,0,0
USER_0106,19656.943255290837,2354.3813375654713,158.04987697763542,41,413,97,3,243.84419686038228,0,0,0,0
USER_0107,3549.556030550566,8563.763776024764,80.84672824316691,59,475,95,1,1255.2080923815577,0,0,0,0
USER_0108,3856.635270454618,2234.0550233593785,83.35716705781229,41,163,98,3,401.07943865185666,0,0,0,0
USER_0109,2767.0971357095277,8931.137554509207,334.77985324947457,42,560,98,0,1618.958345537601,0,0,0,0
USER_0110,437.5665395796941,4551.547073079713,44.859658218401236,53,100,91,3,291.63774948870287,0,1,0,0
USER_0111,2902.9598242854295,170630.88707664222,580.6798230634179,33,429,93,1,1291.2486919859202,0,1,0,0
USER_0112,3166.01889949363,7724.301983017367,46.00234661828418,48,477,95,3,653.7084002110146,0,0,0,0
USER_0113,35004.857357505585,1502.540348792051,98.41548864621619,62,1263,95,3,1193.9387266858612,0,0,0,0
USER_0114,2459.317214252372,6897.978986591862,67.95164875880813,33,96,94,2,645.1312419246798,0,0,1,0
USER_0115,4030.103521522918,15111.789726810139,101.8416477083336,48,35,96,1,229.2475664493528,0,0,1,0
USER_0116,2879.2589479908256,60357.27314777166,140.41354974257925,52,111,94,1,3052.9944028237987,0,0,0,0
USER_0117,926.4146887088417,3994.4337963105554,138.91125001220456,55,47,95,2,815.1779299139716,0,0,0,0
USER_0118,9347.113093144473,1213.2845088225745,42.38873611923255,53,67,94,2,711.3682573410886,0,0,0,0
USER_0119,6322.898672385766,21594.72635685545,29.28528942539807,59,148,91,4,954.1416648309485,0,0,0,0
USER_0120,6575.0137417451715,1545.7763467321836,1100.11697154998,66,195,95,1,568.9276325383391,1,0,0,0
USER_0121,1200.6430235365103,4801.163052698784,55.47961524491637,50,854,96,0,567.7726161676889,0,0,0,0
USER_0122,12122.206662767881,5948.2683191824835,181.12953507016468,46,79,92,3,4617.927578516982,0,0,0,1
USER_0123,733.7357404890568,7453.506382653808,18.03580032306975,56,1301,92,1,1190.602528830115,0,0,0,0
USER_0124,5360.738871903653,18527.23977685895,68.0598374063899,55,606,89,6,708.1394263395132,0,0,0,0
USER_0125,26647.6334842354,3567.566041833589,79.26531283756566,46,778,95,1,208.45875222105434,0,0,0,0
USER_0126,1107.0606012305732,5834.389414831922,144.4329043453167,60,967,96,2,657.0977404725376,0,0,0,0
USER_0127,1692.0604566310114,7965.504631523669,5.915321557472267,58,510,97,6,415.32971535609926,0,0,0,0
USER_0128,3293.319708887088,9696.47357112229,106.28674816382996,44,567,99,4,719.8601555882972,0,0,0,0
USER_0129,1801.769192486009,9112.411001677863,28.510103825270633,49,210,94,1,5010.552780637345,0,0,0,0
USER_0130,632.2826776638422,13673.390587922655,124.50497951320294,48,260,97,1,4593.567828907173,0,0,0,0
USER_0131,3192.5108126944333,22305.920412681993,31.933984998825878,37,983,95,1,844.8413072148538,0,0,0,0
USER_0132,1030.3937464428664,12979.947411936126,38.26429837221923,52,173,92,0,551.4273817367184,1,0,0,0
USER_0133,4786.68043649562,13964.904337728525,68.46840442614972,50,15,91,1,1954.4994790721587,0,0,0,0
USER_0134,1188.652707060642,1213.5827328641556,31.427098503365478,52,525,100,1,3356.424812889292,0,0,0,0
USER_0135,14043.77344021659,8606.501964754487,55.95039828186805,58,310,96,7,835.7383878747664,0,0,0,0
USER_0136,1362.0506958832323,14406.12954153311,27.29283548923387,57,615,93,0,8273.41291376894,0,0,0,0
USER_0137,2160.1619696032235,19433.029200433244,14.39426046489079,43,28,95,2,638.7754379587328,1,1,0,0
USER_0138,6724.529353219806,3530.444529089317,249.1255664850849,43,354,93,4,767.0579314654218,0,0,0,1
USER_0139,870.5591301616324,3674.4284293912096,24.629657523305553,29,103,93,2,936.8561212999933,0,0,0,0
USER_0140,3742.3159420526454,4068.7015158546583,75.2878759883835,37,852,95,3,782.7344495388585,0,0,0,0
USER_0141,11016.426480290585,15424.257012550745,191.1180082487558,57,42,96,0,347.31475878997657,0,0,0,0
USER_0142,597.3580996284206,28019.536161265016,48.66966289515782,46,675,95,0,2375.3458963856256,0,0,0,0
USER_0143,3585.430604070864,4969.367618467681,39.44211287790336,55,33,94,4,823.6474696427056,0,0,0,0
USER_0144,3865.640998569932,24090.064579198493,112.87015516248283,47,9,96,2,9447.502905210993,0,0,0,0
USER_0145,6514.741895265446,9397.281938797398,275.3199353540425,67,97,93,2,2374.7946330176665,0,0,0,0
USER_0146,865.276655826829,6980.369053863793,27.957478612334057,56,147,92,0,1516.3369308902566,0,0,0,0
USER_0147,795.9555852919449,6287.626441704509,77.46700997435586,46,359,96,2,7580.418500430117,0,0,0,0
USER_0148,5023.798327971406,19849.49088196307,15.918873295765588,54,51,91,4,2249.06271046661,0,0,0,1
USER_0149,4011.757378231711,11976.400652344835,60.75193881233955,56,209,94,1,2173.582333943465,1,0,0,0
USER_0150,3829.512733094226,124366.79633590131,93.14940267665315,45,83,92,5,562.7367817369849,0,0,0,1
USER_0151,4215.182678100716,2914.1411623814906,38.29714530322712,52,705,98,3,863.6775878245105,0,0,0,1
USER_0152,1510.1666355987688,15089.011496650264,56.99754325833765,61,16,97,3,2970.1875757506573,0,0,0,0
USER_0153,3760.298784392418,4293.934773722747,22.016082999191084,49,160,96,1,2467.3989388342866,0,0,0,0
USER_0154,3996.093241874652,2855.081350168612,97.2299324796152,48,364,96,4,600.7171292092104,0,0,0,0
USER_0155,1459.2072415220507,7998.101144557395,258.7065088939852,60,891,97,1,11345.115190842427,0,0,0,0
USER_0156,19259.784785968677,9555.029798403899,30.049803751552837,40,739,93,7,893.9396159009561,0,0,0,0
USER_0157,4787.83172502912,268822.95070466894,48.29500955354195,56,823,96,3,3539.115103148216,0,0,0,0
USER_0158,905.6894734872504,6496.54009559511,148.79153710008237,47,23,91,1,1424.4288769928187,0,0,0,0
USER_0159,5747.691693796514,2087.6316583790735,302.5028561736654,55,671,95,1,1730.206272245948,0,0,0,0
USER_0160,1124.7525442451865,11244.25781625887,20.222790030770295,51,552,97,2,780.829373111745,0,0,0,0
USER_0161,6549.1110623180075,672.1166790193397,76.03663492151044,56,849,95,0,1342.6187638559923,0,0,0,0
USER_0162,9495.711731624722,7256.492474755533,119.47782894525392,41,136,89,1,233.00318405031842,0,0,0,0
USER_0163,1312.01274239514,8260.416911216671,81.28354596131759,50,886,95,1,3307.945146607978,0,0,0,0
USER_0164,7811.686254879919,21026.113822424464,7.562546205246171,51,188,100,0,2326.288302488921,0,0,0,0
USER_0165,4504.269154096701,26064.947925080694,148.5750190259285,50,366,92,2,7066.819960868295,0,0,0,0
USER_0166,6782.222706285514,4428.058288282869,411.30554265620526,51,201,97,1,1184.0253977531663,0,0,0,0
USER_0167,19866.555776579313,6763.279485864817,101.15578468666845,45,203,94,2,405.79802123500383,0,0,0,1
USER_0168,2332.3039645887866,3231.349087834291,32.10121714496433,43,288,95,1,4897.669184701005,0,0,0,0
USER_0169,1402.8537526455605,2092.939747132809,53.88611045126311,63,160,96,1,842.3029154293869,0,0,0,1
USER_0170,1224.74210021136,11753.11669757263,528.4314380971178,60,574,96,1,30.53457144844176,0,0,0,1
USER_0171,1318.4205090308578,1757.587381555901,223.62321079061604,50,366,92,2,1810.8378412525963,0,0,0,0
USER_0172,2759.7580465801284,4926.813549932769,170.720312559735,47,427,92,2,2798.7358949501777,0,0,0,0
USER_0173,4192.917095338791,2454.7771154938123,128.56216781051097,64,95,95,0,3713.8182756317806,0,0,0,0
USER_0174,3931.1638235465334,15671.825476387663,46.4725998234957,46,1274,96,1,445.2057407114849,0,0,0,0
USER_0175,6817.057792543438,70383.639320318,73.65770982299271,49,393,98,1,1826.753858708401,0,0,0,0
USER_0176,3019.9691403148267,1699.5085850456485,83.26907771272931,49,80,97,2,1958.6106990329833,1,0,0,0
USER_0177,12753.156354401664,876.8867236044122,155.95606236383838,54,506,95,0,2033.0550311670543,0,0,0,0
USER_0178,2287.793664336675,6975.33572103942,407.0430257655551,50,69,96,2,602.2185495138608,0,0,0,0
USER_0179,45259.55859957102,8257.171340570863,275.4312735828389,42,23,98,2,1564.4705544372605,0,0,0,0
USER_0180,5572.880517250201,10534.29251286241,21.771801954776777,44,273,95,5,3356.657451910014,0,0,0,0
USER_0181,1265.0190288070714,4742.953783680007,112.61725763216849,63,294,94,2,167.38965960398733,0,0,0,0
USER_0182,1021.5818128424139,6369.2234987431375,188.0604295895154,43,76,92,2,1081.5981087095738,0,0,0,0
USER_0183,4829.375369714444,12594.462253621969,167.1447711748922,48,156,95,0,2987.9744726647054,0,0,0,0
USER_0184,2384.0052125952566,28240.63200603355,47.979135369856216,49,1063,94,0,5503.459326620416,0,0,0,0
USER_0185,6087.547036475558,775.836246697667,1659.2304935441175,51,122,96,0,5163.6095386636625,0,0,0,0
USER_0186,4784.98239451724,5204.467514688269,25.10119457585731,38,61,95,2,2820.5578389449065,0,0,0,0
USER_0187,2771.5751598954826,10473.154550741896,30.472101293900188,44,1788,94,1,7097.773396734351,0,0,0,0
USER_0188,1278.1976541413949,2693.047347814535,113.70360213048663,46,131,94,2,2910.060499179477,0,0,0,0
USER_0189,655.3390762248008,64692.69433526956,747.5513921665888,55,416,96,1,107.2264522518797,0,0,0,0
USER_0190,1907.3784670788941,3780.109073896575,39.009497779803915,59,96,95,4,699.4947394226887,0,0,0,0
USER_0191,7019.159737363229,7711.351751134885,69.00449409949482,60,291,92,2,4567.682636901894,0,0,0,0
USER_0192,3692.6282417352304,15791.490787865905,264.35520519110054,48,178,94,0,658.7568953168476,0,0,0,0
USER_0193,857.7058609342607,3985.6602186055725,88.42350651619482,41,1189,94,2,4022.360504364215,0,0,0,0
USER_0194,3544.6011634447573,883.695320035054,64.41819636617326,46,206,93,1,2377.7802131726007,0,0,0,0
USER_0195,4382.249165734413,4844.573868894101,158.4807130817976,42,320,98,0,7209.3771501520505,0,0,0,0
USER_0196,1231.690092062055,27870.628381841896,118.21653559396371,45,1057,95,5,711.5166195306546,0,0,0,0
USER_0197,3476.3045789347525,5408.493395076169,252.25457242661588,47,1653,91,5,174.88442951800997,0,1,0,0
USER_0198,3159.6252837124257,2934.460320695349,327.49372319189456,44,39,96,4,887.5961653665091,0,0,0,0
USER_0199,950.5394848190674,24607.50240907189,122.36434884010453,72,656,96,4,264.1646216759061,0,0,0,0
USER_0200,4263.251283900352,5448.3610887512,120.50999859473393,50,175,95,3,691.2735073271136,1,0,0,0
USER_0201,5222.776971860415,4393.172998182197,111.50963305563502,57,329,97,2,67.12698977269525,0,0,0,0
USER_0202,8804.790639356033,9694.822970133127,146.80872612017026,48,171,95,3,1115.4976267501181,0,0,1,1
USER_0203,8550.987497412027,20432.871918860892,95.12298543455712,48,187,97,1,1692.1148701539237,0,0,0,0
USER_0204,751.694981561927,141217.45820532594,89.96237412849733,42,63,95,2,1792.4813476710415,0,0,0,0
USER_0205,1166.9805437028308,21865.893538957596,297.8610554299155,53,310,95,3,2949.272592846984,0,0,0,0
USER_0206,4989.2220121849505,32591.53788780778,409.9831988134959,47,288,96,1,1513.3658862366376,0,0,0,0
USER_0207,4982.992787764513,4415.341946940716,19.934403444746696,51,76,96,1,574.4166928961572,0,0,0,1
USER_0208,4989.283974203764,2366.005272159643,90.92374168558597,54,284,97,4,3839.34715028248,1,0,0,0
USER_0209,140467.50932459848,8732.418289174355,45.209424265539376,58,1319,96,1,2237.11656425609,0,0,0,0
USER_0210,5275.825878285348,9215.147701116652,65.95868317599874,44,457,95,1,1027.0279640809001,0,0,0,0
USER_0211,9279.525009791698,2221.15966558438,134.62810640792557,60,239,97,1,984.493788937938,0,0,0,0
USER_0212,7738.798821294723,6565.9111367095775,175.81606644414185,48,904,93,2,589.0086032080694,0,0,0,0
USER_0213,5718.096511640286,13084.467544220297,80.46912386596706,55,312,94,2,3998.4394185412502,0,0,0,0
USER_0214,2174.8843188216533,12487.35828097696,13.285319987232707,52,52,96,2,1139.1120249890098,0,0,0,0
USER_0215,6367.5446595071135,14840.948415226983,34.29345156332302,63,289,98,0,2653.3053389067663,0,0,0,0
USER_0216,1376.3285825753073,11489.141790203532,220.632775516357,57,72,100,2,148.7803624183817,0,0,0,0
USER_0217,2352.376548274864,4409.8220179101945,5.809959371400312,47,532,95,2,1270.3417420326502,0,0,0,0
USER_0218,1834.7003537049168,4373.501597034019,295.1333097380349,34,1247,97,4,1459.5319145119279,0,0,0,0
USER_0219,3235.2909445625064,1922.2628185573676,151.59765286150846,50,163,99,0,341.176499631045,0,0,0,0
USER_0220,30171.666471503453,68990.91077625213,335.68596049511723,45,208,96,2,522.6233731668095,0,0,0,0
USER_0221,460.6943497640102,8234.932431537374,73.8053198073584,63,199,91,0,2327.98268937411,1,0,0,0
USER_0222,5920.997381987426,6186.818955655389,11.456927581283528,39,122,94,2,2009.8617610627534,0,0,0,0
USER_0223,594.2405054880984,2658.319678233441,138.4297035949502,52,576,93,2,1479.6987594836617,1,0,0,0
USER_0224,1859.5097081874412,274522.7687597523,322.0327099363313,60,350,97,3,4033.6812947159174,0,0,0,0
USER_0225,8856.886729948788,2235.022024435171,226.94820179397828,52,24,98,2,1947.8740163369573,1,0,0,0
USER_0226,3178.866669765111,4843.4496782641945,46.40042025968383,60,666,99,3,4471.7273584648165,0,0,0,0
USER_0227,1014.6055772087295,13346.429882647188,98.17593021239183,63,75,91,2,443.5274556490813,0,0,0,0
USER_0228,1457.8183126952792,16651.499624547327,52.834465382621175,54,1412,96,2,1394.2140908729784,0,0,0,1
USER_0229,5881.680203299345,25578.78219399216,39.67548679135812,55,172,95,3,1209.7633423388809,0,0,0,0
USER_0230,1436.0238646151593,70907.40921043808,234.0157851947787,47,349,96,4,326.2761788198829,0,0,0,0
USER_0231,3701.3710704826603,14874.285364735037,27.17962709327997,41,29,94,0,6477.523344075767,1,0,0,0
USER_0232,3119.9487048145597,2281.8984752066813,36.825243306145225,46,154,96,5,694.5538548025729,0,0,0,0
USER_0233,1553.7080641841762,5953.090942892563,29.843718032783155,47,591,95,5,1621.5999386011745,0,1,0,0
USER_0234,25436.59309655022,11724.065011939492,20.28237894251309,38,236,89,2,673.154033976956,0,0,0,0
USER_0235,5619.05636562817,96942.30142243314,104.21064587872736,58,857,95,1,3426.9673650749346,0,0,0,0
USER_0236,393.41200178928744,1514.1862211782961,287.58056540652683,56,312,95,0,849.5747495972075,0,0,0,0
USER_0237,3591.9636683513777,34306.55786471083,74.82284432399774,51,963,95,1,844.3718497492464,0,0,0,0
USER_0238,1537.9621428512678,10055.723395278836,19.970420413027202,47,1478,93,3,1120.512715727487,0,0,0,0
USER_0239,6991.380658318117,22145.656075674222,208.50114644106318,55,220,96,1,1193.3763990962652,0,0,0,0
USER_0240,1349.4862744527204,7169.608574882603,485.753723665655,55,303,97,2,633.6651736673263,1,0,0,0
USER_0241,2657.825426325968,2948.585503045265,47.16998012054898,38,657,94,0,506.7641808149244,0,0,0,0
USER_0242,4939.341387772287,19951.25515310588,55.78169300909854,51,91,96,1,639.596002032336,1,0,0,0
USER_0243,7085.141999314214,17770.89405567832,150.75569762494064,56,721,92,6,938.88929287774,0,1,0,0
USER_0244,897.5812028154149,26016.035031611587,455.71779521152826,42,327,94,2,1438.8749770194388,0,0,0,0
USER_0245,2133.4566083176446,7974.740895602617,53.525910992495376,46,471,95,4,730.4504375037408,1,0,0,0
USER_0246,1853.9146117567432,3945.0368414863565,23.749232614774925,55,30,98,2,351.41331237529494,0,0,0,0
USER_0247,1551.024202380191,1248.197270778045,169.2570569378604,43,530,94,0,327.55656590114074,0,0,0,0
USER_0248,17421.393479346953,21660.550197246343,200.15019768899654,51,135,94,1,439.89753845573324,0,0,0,1
USER_0249,4469.276023024698,13476.023911921046,90.5707624258499,61,597,94,1,1527.2737199409853,0,0,0,0
USER_0250,844.8136290258428,2542.901016010373,51.51467612340647,54,259,96,5,2635.2221804809324,0,0,0,0
