transaction_id,user_id,amount,merchant_name,merchant_mcc,merchant_category,timestamp,is_fraud,device_fingerprint,user_location_lat,user_location_lon,merchant_location_lat,merchant_location_lon,account_age_days,region
TXN_002895,USER_0507,163.83245109666188,Clicks,5912,HEALTH,2025-10-28 21:49:59.158848,0,DEV_2074,-22.49905537441294,14.530702302387194,-22.45003738368098,15.225899909288493,48,Oshana
TXN_001541,USER_0058,219.40340264422352,Woermann Brock,5411,GROCERIES,2025-10-28 22:05:14.269102,0,DEV_8420,-22.550430787371525,17.098237223228143,-22.481316892375833,16.994561089314082,126,Ohangwena
TXN_009520,USER_0020,228.27692732329703,Food Lovers Market,5411,GROCERIES,2025-10-28 22:16:46.693881,0,DEV_2508,-17.834126788725197,15.959468348977632,-17.672442347485422,15.832700670276468,107,Ohangwena
TXN_000009,USER_0158,430.46801541257935,Checkers,5411,GROCERIES,2025-10-28 22:26:40.991304,0,DEV_3281,-18.793368970633143,17.191702119527353,-23.503711389210668,17.14384585081937,1325,Oshana
TXN_008704,USER_0026,366.15513221300824,Engen,5542,FUEL,2025-10-28 22:51:03.965893,0,DEV_5675,-22.574642676783885,17.04282098090959,-26.715466310573763,17.68603792505509,569,Omusati
TXN_007748,USER_0089,277.2328339821099,Food Lovers Market,5411,GROCERIES,2025-10-28 22:51:29.971520,0,DEV_6504,-17.86604233959768,15.793517552474167,-17.988420022677044,15.993238395779722,13,Khomas
TXN_007859,USER_0429,208.24613202796698,Medi-Chem,5912,HEALTH,2025-10-28 23:41:00.366978,0,DEV_1173,-22.669493509921008,16.827588524278642,-22.63449681936472,17.199579526908874,9,Oshana
TXN_005971,USER_0059,145.3511184101715,Café Prestige,5812,DINING,2025-10-28 23:57:30.480748,0,DEV_4011,-22.488087068417183,16.814775114428983,-22.640851313321043,16.943353316599907,51,Oshana
TXN_008437,USER_0487,189.86603683736308,Metro,5411,GROCERIES,2025-10-29 00:02:16.896773,0,DEV_1728,-22.498649516083606,17.105045963386853,-22.53797864627522,17.126556185599952,409,Ohangwena
TXN_004226,USER_0046,229.7705701321254,Joe's Beerhouse,5812,DINING,2025-10-29 00:03:35.122837,1,DEV_8958,-17.62055809886088,15.529311897894745,-17.775587258646436,15.543599156740473,481,Oshikoto
TXN_005145,USER_0874,113.7177342357734,Joe's Beerhouse,5812,DINING,2025-10-29 00:13:42.581545,0,DEV_2056,-21.502684225507885,15.214788072259509,-21.55022963783195,15.337664672943541,374,Khomas
TXN_001158,USER_0697,166.0435655127779,Wimpy,5812,DINING,2025-10-29 00:22:36.557150,0,DEV_2680,-21.544140698948635,15.410794534265346,-22.404204510561343,14.044910770565565,6,Ohangwena
TXN_008149,USER_0312,138.23986354298034,Makro,5411,GROCERIES,2025-10-29 00:28:30.025330,0,DEV_7176,-22.63282704742247,16.888285896958692,-24.10231206804112,17.54393274038905,978,Omusati
TXN_004682,USER_0431,288.69550614130355,The Wine Bar,5812,DINING,2025-10-29 00:34:33.496827,0,DEV_3250,-23.83038600833158,18.271029892023527,-23.56209914181363,18.470013919445183,210,Khomas
TXN_000848,USER_0778,596.1614894697326,Pep Stores,5311,RETAIL,2025-10-29 00:36:43.173590,0,DEV_3342,-17.389421066418105,15.817871100352344,-17.230303374858387,15.605471402968593,270,Omusati
TXN_003570,USER_0182,869.9682821303485,Pep Stores,5311,RETAIL,2025-10-29 00:43:19.083491,0,DEV_9043,-17.617705073230013,15.673959728154125,-17.70126874734599,15.893979143684549,68,Khomas
TXN_001011,USER_0235,467.99892384189474,Engen,5542,FUEL,2025-10-29 00:50:46.395886,1,DEV_9455,-26.48125731949277,17.727943036168554,-26.7748809779145,17.730389514459446,16,Khomas
TXN_007302,USER_0592,869.5940687861842,NamPower,4900,UTILITIES,2025-10-29 00:51:35.064995,0,DEV_6442,-22.595589891161318,17.062336916357104,-22.665524776341314,17.174494916739718,74,Hardap
TXN_005689,USER_0856,458.80912230517066,Spar,5411,GROCERIES,2025-10-29 01:24:34.877739,0,DEV_6072,-17.63650261567002,14.898103667658527,-18.013274557566692,15.243240102682545,201,Karas
TXN_007667,USER_0417,241.5038798082265,Metro,5411,GROCERIES,2025-10-29 01:36:15.945101,0,DEV_1428,-18.467103955740782,16.987034756628482,-18.98497819279222,17.48976648347075,6,Erongo
TXN_002801,USER_0595,172.57780816481886,Nice Restaurant,5812,DINING,2025-10-29 01:42:43.783766,0,DEV_3094,-24.338507455205253,17.799657327578604,-24.384477001261097,18.395708845893676,2459,Oshana
TXN_002304,USER_0655,765.3935045510182,Medi-Chem,5912,HEALTH,2025-10-29 01:43:26.539456,0,DEV_3379,-23.510098106698756,17.951681120279158,-23.677753404950742,18.19830472663932,1718,Khomas
TXN_007089,USER_0829,150.67226534833975,Checkers,5411,GROCERIES,2025-10-29 01:54:05.442151,0,DEV_7275,-22.545174949015315,16.8860519208935,-22.67917019329904,16.918008423777955,792,Oshikoto
TXN_002715,USER_0765,227.76204447165125,Food Lovers Market,5411,GROCERIES,2025-10-29 01:56:17.478248,0,DEV_6612,-17.733360593670202,15.531204170674632,-17.77637468996717,15.868338605779728,213,Ohangwena
TXN_001089,USER_0801,83.62800475471384,Shoprite,5411,GROCERIES,2025-10-29 02:03:42.676922,0,DEV_7892,-22.587551990066846,16.89879463000015,-22.67875870579658,17.13306952283488,57,Khomas
TXN_002691,USER_0653,341.67002191287247,Mr Price,5311,RETAIL,2025-10-29 02:15:00.271303,0,DEV_4318,-18.421024005761762,14.871664087625298,-17.852705977615464,15.067527629998994,28,Ohangwena
TXN_003661,USER_0655,217.88593814872308,Galito's,5812,DINING,2025-10-29 02:15:45.037187,0,DEV_6565,-17.490739651784402,16.01855892481793,-17.298403734983076,15.787643620686008,372,Khomas
TXN_005149,USER_0739,163.60133607334538,Makro,5411,GROCERIES,2025-10-29 02:24:49.217818,0,DEV_5110,-22.55882430453484,16.86453836992606,-22.463856472232386,16.893567019846465,128,Hardap
TXN_000030,USER_0119,219.96612519928632,Jet,5311,RETAIL,2025-10-29 02:24:50.331789,0,DEV_3010,-17.68250934885367,15.046705763331,-18.05375447693028,14.627690722123194,68,Khomas
TXN_008834,USER_0627,231.49930290270137,The Craft,5812,DINING,2025-10-29 02:31:52.883951,0,DEV_6984,-23.84296850688374,18.067021265748632,-24.026568889308685,17.199283113446867,3357,Omusati
TXN_002498,USER_0290,398.349443522001,Pep Stores,5311,RETAIL,2025-10-29 02:43:13.856831,0,DEV_6382,-26.73924731856665,17.73146327047595,-18.07885427970238,14.83470675222349,386,Oshana
TXN_008662,USER_0693,579.7203773809166,Telecom Namibia,4900,UTILITIES,2025-10-29 02:44:34.066267,1,DEV_8236,-22.567663951719158,16.9536291277572,-22.483208343522556,17.002412513106037,37,Ohangwena
TXN_009945,USER_0834,401.61526682295346,Total,5542,FUEL,2025-10-29 03:02:02.993638,0,DEV_2028,-22.583175141888198,17.00851061047197,-22.519448834957114,16.80019180857405,137,Omusati
TXN_004465,USER_0726,788.9458098151732,NamPower,4900,UTILITIES,2025-10-29 03:07:58.378943,0,DEV_1573,-17.732915499578485,15.544062201374617,-17.60114789219342,15.516351567241058,332,Khomas
TXN_004803,USER_0421,76.23900904757028,The Rooftop,5812,DINING,2025-10-29 03:23:42.860406,1,DEV_1682,-22.662713832898636,17.007473390593717,-22.450416938140844,17.087142370488472,173,Karas
TXN_005731,USER_0575,254.95638609961412,Food Lovers Market,5411,GROCERIES,2025-10-29 03:43:41.232552,0,DEV_9364,-17.662681570085898,15.821601126822886,-18.420238925007876,16.311326703575354,58,Oshikoto
TXN_006382,USER_0770,172.04051250110754,Food Lovers Market,5411,GROCERIES,2025-10-29 03:49:06.932396,0,DEV_1164,-22.6736307550704,17.08837154225744,-22.640493761448827,17.001948765201924,611,Hardap
TXN_006056,USER_0962,162.90037170768403,Checkers,5411,GROCERIES,2025-10-29 03:51:30.227852,0,DEV_7268,-17.215299533018616,15.907178000018437,-17.681121423547005,15.512708339687787,415,Hardap
TXN_003645,USER_0543,329.74307481804993,Shoprite,5411,GROCERIES,2025-10-29 03:52:22.953490,1,DEV_4743,-22.627515390408625,16.886177783865943,-22.674027926533174,16.885723649998088,398,Omusati
TXN_006731,USER_0957,228.93586178944417,Incredible Connection,5311,RETAIL,2025-10-29 03:56:24.586093,0,DEV_3569,-22.596271382366528,16.94198406784651,-17.610933095370477,15.91697065167998,742,Hardap
TXN_003805,USER_0637,176.5647054995307,Makro,5411,GROCERIES,2025-10-29 03:57:04.835130,0,DEV_4627,-26.80616181272114,18.126600879745933,-26.59180766454411,17.871805281245052,136,Khomas
TXN_004709,USER_0576,225.58338658481918,Edgars,5311,RETAIL,2025-10-29 03:59:55.382457,0,DEV_5745,-17.744061615922213,15.090777020036189,-18.089856656020075,15.161316682678326,178,Khomas
TXN_004559,USER_0605,602.9802887535739,Engen,5542,FUEL,2025-10-29 04:13:14.415117,0,DEV_3110,-26.869203734276795,18.323161868024204,-18.833164700801813,17.444614845083052,1668,Khomas
TXN_006895,USER_0530,509.1181351379597,Jet,5311,RETAIL,2025-10-29 04:19:45.307695,0,DEV_7474,-24.075333736945716,17.767881334072023,-23.953723809297614,17.857976280147707,452,Oshana
TXN_004013,USER_0372,263.7596623408927,Model,5411,GROCERIES,2025-10-29 04:33:42.921930,0,DEV_1998,-22.510346529618463,16.9226126649861,-22.433655436614494,16.836710825990405,26,Oshana
TXN_007177,USER_0198,510.20858621566526,Model,5411,GROCERIES,2025-10-29 04:43:23.843501,0,DEV_6320,-18.66067031299968,17.18003333542823,-18.04139904969207,17.30803869268317,402,Khomas
TXN_004786,USER_0208,252.0057043510877,Metro,5411,GROCERIES,2025-10-29 04:44:17.772455,1,DEV_6173,-21.407984258197384,14.262298987142454,-22.30892136480793,15.217872108433266,465,Erongo
TXN_002546,USER_0031,64.15338304390522,Clicks,5912,HEALTH,2025-10-29 04:45:13.974192,0,DEV_9397,-22.451175282575875,16.83069426390053,-26.801127216105616,17.817942179320873,65,Oshana
TXN_004125,USER_0417,397.16369363528196,OK Foods,5411,GROCERIES,2025-10-29 04:59:01.012869,0,DEV_5746,-18.15091621282561,17.456421201677262,-18.05819019168259,15.22822226693431,2175,Oshana
TXN_002004,USER_0052,118.34934746418602,Food Lovers Market,5411,GROCERIES,2025-10-29 05:05:01.542240,0,DEV_4509,-22.441408376733044,17.179719632323696,-22.523058457354402,17.1121421871795,13,Ohangwena
TXN_006569,USER_0428,241.31700235494085,Shell,5542,FUEL,2025-10-29 05:17:14.550354,0,DEV_2976,-17.77749528029862,16.46691244948085,-18.706539725651954,17.384642596727243,404,Khomas
TXN_004801,USER_0035,352.17063532218964,OK Foods,5411,GROCERIES,2025-10-29 05:20:26.893245,0,DEV_9575,-22.66248896553682,17.171283608596237,-22.509177680377693,16.96210459714398,735,Erongo
TXN_006987,USER_0699,409.29164356316943,Truworths,5311,RETAIL,2025-10-29 05:21:05.925190,0,DEV_7167,-17.47214220441874,16.26858954099196,-17.481096726316412,16.232469295793845,468,Khomas
TXN_006178,USER_0871,95.02134198279481,Grill Addicts,5812,DINING,2025-10-29 05:24:19.690083,0,DEV_9929,-22.4570634869453,17.03367066993303,-22.400988777048035,17.029988602465583,48,Karas
TXN_001166,USER_0285,202.10160578812076,KFC,5812,DINING,2025-10-29 05:39:39.640797,0,DEV_7734,-22.450504858155483,14.73937739856436,-21.19529406812736,14.258218151422343,165,Oshikoto
TXN_001539,USER_0072,1105.0279023511205,Paratus,4900,UTILITIES,2025-10-29 05:45:22.071001,0,DEV_8909,-17.690013554168026,15.962889273589504,-17.417505199255093,16.16820298057571,186,Khomas
TXN_002632,USER_0640,289.402077695458,Woermann Brock,5411,GROCERIES,2025-10-29 05:47:10.757593,1,DEV_1999,-22.406887329044093,17.081861422251954,-22.65713259403988,16.9783114167737,174,Khomas
TXN_009422,USER_0527,228.82181109450607,OK Foods,5411,GROCERIES,2025-10-29 05:48:57.216321,0,DEV_7184,-17.833418276506812,15.174393137340225,-17.708626928004072,15.615599513725464,43,Erongo
TXN_006347,USER_0111,76.19357798117663,First National Bank,6012,BANKING,2025-10-29 05:50:35.525672,0,DEV_9007,-26.535574609778376,18.35518324016004,-26.11990501549909,17.95322216491927,393,Oshikoto
TXN_008048,USER_0044,102.27671553275778,The Rooftop,5812,DINING,2025-10-29 05:56:45.088307,0,DEV_8941,-21.646623888749236,15.094685589530831,-21.714955822686708,14.884885873853445,727,Oshikoto
TXN_000388,USER_0154,314.13183771266665,Mr Price,5311,RETAIL,2025-10-29 05:58:46.067404,0,DEV_7037,-18.17763029909083,16.609042813370525,-18.90366563086473,17.165568962776078,704,Oshikoto
TXN_004799,USER_0531,130.81439547288542,The Craft,5812,DINING,2025-10-29 05:58:51.949216,0,DEV_8407,-18.0174528220786,15.475524207020422,-18.0652733414042,15.062343983342613,149,Khomas
TXN_002352,USER_0512,130.41517797605283,Clicks,5912,HEALTH,2025-10-29 06:09:50.072362,0,DEV_8360,-18.15648684489841,14.971929955157195,-18.040674435815326,15.006156471724433,433,Oshana
TXN_007777,USER_0480,207.37281169853904,Model,5411,GROCERIES,2025-10-29 06:13:18.044719,0,DEV_9053,-22.306949374189028,14.21953577404012,-22.32803727861127,14.597337747562383,194,Khomas
TXN_000531,USER_0219,194.4787768176021,Galito's,5812,DINING,2025-10-29 06:18:30.157844,0,DEV_4473,-26.9453863261757,17.666000520650197,-26.170927821411464,17.62130437937214,401,Erongo
TXN_002419,USER_0895,187.56572282058414,The Stellenbosch,5812,DINING,2025-10-29 06:22:03.656932,0,DEV_4815,-17.908398769398783,15.987786938118587,-23.730209828855372,17.038260504056993,478,Omusati
TXN_001094,USER_0689,109.619042360115,NamPharm,5912,HEALTH,2025-10-29 06:33:44.620989,0,DEV_7122,-22.560721815972638,17.007274589204872,-22.450029507285375,17.059344586799224,128,Oshana
TXN_003387,USER_0161,338.50590108942515,Puma,5542,FUEL,2025-10-29 06:50:27.348445,0,DEV_5960,-17.863049277721196,14.598399223889134,-17.938131281212858,14.605749726777205,140,Khomas
TXN_008370,USER_0976,334.174216951516,Telecom Namibia,4900,UTILITIES,2025-10-29 06:54:41.591713,0,DEV_5177,-22.524774488326905,17.074515939026742,-22.610193119380483,17.14952896885189,24,Oshana
TXN_000460,USER_0443,666.6257309516416,City of Windhoek,4900,UTILITIES,2025-10-29 07:09:26.793803,0,DEV_8034,-22.402522780496327,16.862774673744905,-22.408992103274063,16.885238877777432,2065,Oshana
TXN_003261,USER_0379,65.37501374457689,Standard Bank Namibia,6012,BANKING,2025-10-29 07:26:02.190022,0,DEV_3398,-17.2508786445223,15.85498975022156,-17.26932517843286,16.09856532198552,2,Oshikoto
TXN_000960,USER_0050,191.35307991558955,Metro,5411,GROCERIES,2025-10-29 07:36:50.592980,0,DEV_6765,-22.593354109405777,17.174199617863867,-17.942660087378997,15.660710120578484,855,Omusati
TXN_009560,USER_0891,939.8519572813763,NamWater,4900,UTILITIES,2025-10-29 07:36:55.468717,0,DEV_1801,-22.031735892989087,14.505631776498701,-17.21243293816206,16.412068705765094,519,Erongo
TXN_006543,USER_0355,1119.0208456906812,Truworths,5311,RETAIL,2025-10-29 07:39:18.413891,0,DEV_1366,-22.514136613108573,17.083104228352777,-22.481775334905638,17.13987013590893,907,Ohangwena
TXN_000886,USER_0108,853.8861642346097,MTC,4900,UTILITIES,2025-10-29 07:40:18.423342,0,DEV_4428,-17.604897285276827,15.1748520451045,-17.78013477572733,15.22911167751663,1026,Khomas
TXN_006772,USER_0407,144.71681661901516,Spur,5812,DINING,2025-10-29 07:43:26.449979,0,DEV_6609,-18.46347653973546,14.699597216994365,-18.071052622756522,15.053386714320771,3,Oshikoto
TXN_005249,USER_0579,110.72414515634922,The Stellenbosch,5812,DINING,2025-10-29 07:48:35.793821,0,DEV_5419,-17.65275198616307,15.842077801567473,-17.75230643807687,15.950125795427958,2170,Oshikoto
TXN_003600,USER_0999,1270.2012341480852,Telecom Namibia,4900,UTILITIES,2025-10-29 07:57:57.771980,0,DEV_8959,-22.602410394670336,17.01207729178974,-22.409762765229427,16.90730279940965,3650,Omusati
TXN_006469,USER_0252,119.11303571052292,OK Foods,5411,GROCERIES,2025-10-29 08:00:38.360168,0,DEV_5266,-18.5647834854347,16.13634671657454,-17.846688655152228,15.575778648031221,613,Oshikoto
TXN_002081,USER_0270,607.3008685220732,MTC,4900,UTILITIES,2025-10-29 08:05:12.952127,0,DEV_1149,-22.423479525948363,16.886236138382984,-22.563654542753845,16.87114799554789,501,Ohangwena
TXN_008169,USER_0984,40.61630580891179,Bank Windhoek,6012,BANKING,2025-10-29 08:05:33.524854,0,DEV_1602,-22.627983589559474,16.99902579098765,-22.496993165417056,16.812690409375843,3,Ohangwena
TXN_009835,USER_0138,143.02566250016434,Clicks,5912,HEALTH,2025-10-29 08:06:22.848247,0,DEV_9015,-22.50552539130681,17.00026676484931,-26.24094862007409,17.62213558652788,308,Ohangwena
TXN_004036,USER_0981,261.42232890663695,Food Lovers Market,5411,GROCERIES,2025-10-29 08:16:35.220717,0,DEV_8633,-26.211584798886136,18.389290456464522,-26.517623063979386,18.360986517719176,174,Khomas
TXN_004847,USER_0146,259.6759767647219,Café Zoo,5812,DINING,2025-10-29 08:18:34.029643,0,DEV_2419,-22.535194984297593,17.016639540266862,-22.550406755749353,17.152092459258576,152,Khomas
TXN_000698,USER_0836,657.8636019721804,Caltex,5542,FUEL,2025-10-29 08:20:05.159352,0,DEV_8995,-22.520348007317768,16.901215054154108,-22.68530484843604,16.99328573304602,411,Khomas
TXN_000889,USER_0265,286.31955189526724,Model,5411,GROCERIES,2025-10-29 08:22:07.498848,0,DEV_1486,-22.574625047795443,17.036013126425637,-22.60069640336885,17.117172871415438,112,Omusati
TXN_004588,USER_0023,669.5517080676328,Medi-Post,5912,HEALTH,2025-10-29 08:44:25.147013,0,DEV_1332,-18.163338069434488,15.08169045061565,-18.23981054591285,14.937064671425578,63,Oshana
TXN_000672,USER_0605,432.51213436242887,Total,5542,FUEL,2025-10-29 08:49:13.971679,0,DEV_2725,-22.689270693919887,17.104674167388946,-22.52166928971608,17.07975661530253,94,Ohangwena
TXN_009768,USER_0201,146.90582003964542,Café Zoo,5812,DINING,2025-10-29 08:51:26.291489,0,DEV_6341,-26.803984556493194,18.13658069618891,-26.457288837132225,18.206761387210506,787,Hardap
TXN_002160,USER_0482,781.1630680652345,NamWater,4900,UTILITIES,2025-10-29 08:56:34.374172,0,DEV_3641,-17.965255993346766,14.815292962854917,-18.03600435935539,14.512461698080903,94,Khomas
TXN_001731,USER_0975,468.1164224981899,Pep Stores,5311,RETAIL,2025-10-29 09:00:35.231892,0,DEV_1644,-17.53449244730536,14.61731600902571,-18.15142271588293,14.706762199378689,16,Ohangwena
TXN_004334,USER_0818,851.7855980558663,Engen,5542,FUEL,2025-10-29 09:02:17.105537,0,DEV_1989,-17.672618401622092,15.624255453711623,-17.559803341187592,15.880736301328186,1884,Oshikoto
TXN_001155,USER_0178,302.2392246677754,Game,5311,RETAIL,2025-10-29 09:02:36.859494,0,DEV_1770,-18.744194990959496,17.05085353407941,-18.06065119715378,15.42742430662558,4,Khomas
TXN_000090,USER_0418,173.10307072780472,Steers,5812,DINING,2025-10-29 09:04:07.771350,0,DEV_5288,-22.471079641595033,16.97790297545337,-22.53505272706004,17.120482402420837,446,Khomas
TXN_004153,USER_0885,88.19797971596638,The Wine Bar,5812,DINING,2025-10-29 09:05:30.653986,0,DEV_2290,-17.78954827554079,15.661048503897531,-17.933470108457435,15.775459324240598,16,Oshana
TXN_007029,USER_0005,422.5432755255014,Total,5542,FUEL,2025-10-29 09:20:22.800486,0,DEV_9329,-22.40571819627535,16.873086557303807,-22.429960531753398,16.815826517997717,182,Khomas
TXN_005711,USER_0501,331.9925859331661,Spar,5411,GROCERIES,2025-10-29 09:29:18.086519,0,DEV_8952,-26.12189064981443,18.16899053448356,-26.732091107698814,17.906395374905276,181,Hardap
TXN_006098,USER_0830,58.67112958778867,First National Bank,6012,BANKING,2025-10-29 09:30:57.345831,1,DEV_6411,-22.66683793978725,17.06782929815808,-22.24996197745159,15.02343154516089,1036,Erongo
TXN_004608,USER_0138,280.08248322605016,Model,5411,GROCERIES,2025-10-29 09:33:42.266041,0,DEV_8197,-26.90169851428336,18.387995873037465,-26.861971937946198,17.75209567772776,78,Omusati
TXN_004708,USER_0118,895.7754413018154,NamWater,4900,UTILITIES,2025-10-29 09:34:06.833043,0,DEV_4325,-21.83174711962755,14.850137704219318,-17.595916503740103,15.85139512555744,3650,Erongo
TXN_004533,USER_0541,145.33327837627513,OK Foods,5411,GROCERIES,2025-10-29 09:35:12.469802,0,DEV_6705,-17.70217302962818,15.736091854864268,-17.558064602010283,15.699036277610325,169,Erongo
TXN_000826,USER_0930,78.57028532440586,Nedbank Namibia,6012,BANKING,2025-10-29 09:40:33.798825,0,DEV_7239,-17.629314631084178,15.954410497674157,-17.5053110438046,15.574906432969893,400,Khomas
TXN_007358,USER_0488,176.6569036259738,Coco's Restaurant,5812,DINING,2025-10-29 09:42:01.118292,0,DEV_2425,-22.655461753665715,17.05517573040001,-22.641642358257908,17.063493258858397,31,Erongo
TXN_003555,USER_0716,141.62370523930147,NamPharm,5912,HEALTH,2025-10-29 10:00:43.376992,0,DEV_2379,-17.92239933407128,14.623224031466837,-17.555774797815133,15.191535870386387,35,Ohangwena
TXN_007190,USER_0492,186.44921699975092,Leo's at the Castle,5812,DINING,2025-10-29 10:06:23.151027,0,DEV_4858,-18.224856866436962,14.873336927868902,-22.64918252401456,16.915467633786704,102,Erongo
TXN_002433,USER_0987,1032.3768378804898,NamPower,4900,UTILITIES,2025-10-29 10:09:25.007816,1,DEV_6251,-17.78841895299094,15.629819043762797,-17.594628129117034,15.511166149011695,63,Hardap
TXN_000680,USER_0077,690.9998969942072,Engen,5542,FUEL,2025-10-29 10:11:11.848925,0,DEV_9516,-22.337612353816702,14.916569797614283,-21.899791792275018,15.366825087506863,101,Oshana
TXN_005912,USER_0555,331.7639859238466,Model,5411,GROCERIES,2025-10-29 10:13:37.642894,0,DEV_6549,-18.944691007524522,17.06376984351212,-18.56998175089866,16.405964181664007,3650,Khomas
TXN_006097,USER_0822,156.58616059994281,Grill Addicts,5812,DINING,2025-10-29 10:19:44.728867,0,DEV_4807,-21.513948944513107,14.698922914791893,-26.75669559207007,17.856586665924628,226,Khomas
TXN_003460,USER_0273,356.79888078264594,Game,5311,RETAIL,2025-10-29 10:23:57.216032,0,DEV_5038,-22.45116933338722,17.060665338624645,-22.52683207673956,16.996654824258353,1169,Ohangwena
TXN_008730,USER_0502,154.61986311918682,Makro,5411,GROCERIES,2025-10-29 10:29:23.234057,0,DEV_6946,-22.483862125219282,17.052714964885876,-22.68406230925373,17.15572241185689,951,Erongo
TXN_007821,USER_0831,260.2714283799062,Café Prestige,5812,DINING,2025-10-29 10:33:00.613702,0,DEV_1163,-17.65905323536158,15.864068726327703,-23.631785908645913,17.73118358270561,111,Erongo
TXN_006670,USER_0768,46.084085543972364,Nedbank Namibia,6012,BANKING,2025-10-29 10:34:20.699678,0,DEV_2765,-17.936649161181425,15.793855432031906,-26.100497584380218,18.007500802312848,28,Khomas
TXN_003451,USER_0748,552.3173025812814,Pep Stores,5311,RETAIL,2025-10-29 10:34:57.246635,0,DEV_5153,-18.224758030409394,16.25237026504991,-18.40962084070477,17.002890455323648,382,Ohangwena
TXN_006127,USER_0224,1147.7128553102611,BP,5542,FUEL,2025-10-29 10:41:52.826443,1,DEV_9928,-17.67604981349056,15.96144273267932,-17.89398620284298,15.681499030465153,2527,Ohangwena
TXN_003573,USER_0164,724.8062449417124,Total,5542,FUEL,2025-10-29 10:45:16.803826,0,DEV_8767,-26.88000383083509,18.419032957223976,-26.305893068310898,17.63684971997271,403,Khomas
TXN_005138,USER_0512,1029.54389741314,NamPower,4900,UTILITIES,2025-10-29 10:57:37.498172,0,DEV_9436,-18.534631023691837,16.065890955416453,-21.662333589102925,14.798971216932529,351,Khomas
TXN_009780,USER_0938,941.617836416402,Paratus,4900,UTILITIES,2025-10-29 10:58:45.304297,0,DEV_7208,-17.724971943960202,15.577784766064331,-17.80378351826403,15.83505053104768,190,Oshana
TXN_003175,USER_0702,1239.1547612445356,Telecom Namibia,4900,UTILITIES,2025-10-29 11:11:36.025925,0,DEV_5525,-22.593065529865207,17.15176181054354,-17.77676869219782,16.113891525079296,453,Hardap
