user_id,monthly_avg_revenue,transaction_volume_90d,avg_transaction_amount,transaction_count_90d,account_age_days,successful_transactions,failed_transactions,avg_daily_balance,fraud_incidents,disputed_transactions,chargebacks,defaulted,merchant_type
MERCHANT_0121,1816890.3316020553,5450670.994806166,184.02616546156744,29619,113,29026,592,201879.21705631414,29,14,4,0,utility_provider
MERCHANT_0122,686206.7447267012,2058620.2341801035,136.99475838025577,15027,517,14555,471,161391.91846600684,16,8,2,0,large_grocery
MERCHANT_0123,29909.41820781033,89728.25462343098,61.54201277327228,1458,1732,1316,141,6871.964985325947,1,0,0,0,small_grocery
MERCHANT_0124,43358.113277179385,130074.33983153815,84.35430598673032,1542,126,1394,147,11287.238954677176,5,2,0,0,small_grocery
MERCHANT_0125,517870.78949947446,1553612.3684984234,130.2491925300489,11928,854,11352,575,115599.7604860968,6,3,0,0,fuel_station
MERCHANT_0126,114587.06045638587,343761.1813691576,59.836585094718465,5745,657,5236,508,15054.25606883594,17,8,2,0,restaurant
MERCHANT_0127,2354853.0604160773,7064559.181248232,237.1453233047409,29790,1007,29194,595,637299.7200318697,24,12,3,0,utility_provider
MERCHANT_0128,59055.50256958882,177166.50770876644,112.27281857336277,1578,119,1429,148,13314.095983882908,4,2,0,1,small_grocery
MERCHANT_0129,903899.3756363582,2711698.1269090744,224.0147151515138,12105,2073,11862,242,236389.51810675726,14,7,2,0,fuel_station
MERCHANT_0130,840343.563101924,2521030.689305772,211.78013183012197,11904,708,11665,238,214137.54346206682,10,5,1,1,fuel_station
MERCHANT_0131,44646.789577206386,133940.36873161915,86.1907134695104,1554,1370,1405,148,7124.417574452839,3,1,0,0,small_grocery
MERCHANT_0132,40920.944964904345,122762.83489471304,82.33590536198058,1491,206,1348,142,4702.2501326685815,1,0,0,0,small_grocery
MERCHANT_0133,633256.6542279593,1899769.962683878,128.1896061190201,14820,981,14276,543,85680.18373410664,15,7,2,0,large_grocery
MERCHANT_0134,40740.20325877919,122220.60977633757,145.5007259242114,840,1108,759,80,4830.666400879228,2,1,0,0,small_merchant
MERCHANT_0135,526857.3484376905,1580572.0453130715,105.07725337807948,15042,369,14330,711,78334.46055227106,11,5,1,0,large_grocery
MERCHANT_0136,414682.55298701546,1244047.6589610465,103.30905654883296,12042,353,11337,704,79580.25853037054,14,7,2,0,fuel_station
MERCHANT_0137,175852.01454610535,527556.043638316,116.61274174144917,4524,782,4151,372,49478.09579415676,10,5,1,0,retail_store
MERCHANT_0138,421175.04399611393,1263525.131988342,85.22360258925818,14826,71,13967,858,115572.01197767335,12,6,1,0,large_grocery
MERCHANT_0139,30334.08519459081,91002.25558377244,104.60029377445107,870,971,785,84,7393.022121845284,3,1,0,0,small_merchant
MERCHANT_0140,13138.948872045034,39416.8466161351,45.7803096586935,861,31,776,84,1377.257099061154,0,0,0,0,small_merchant
MERCHANT_0141,506269.27273040503,1518807.8181912152,103.10983151332078,14730,154,14002,727,85193.8998071546,12,6,1,0,large_grocery
MERCHANT_0142,909900.1086593202,2729700.3259779606,232.8897129918915,11721,796,11486,234,215163.79234628816,13,6,1,0,fuel_station
MERCHANT_0143,603307.8062026803,1809923.418608041,119.01909769238121,15207,75,14603,603,75899.60875801409,13,6,1,0,large_grocery
MERCHANT_0144,541996.6441885175,1625989.9325655524,106.7342741607951,15234,2606,14536,697,141037.0497006151,17,8,2,0,large_grocery
MERCHANT_0145,37885.32663814102,113655.97991442306,74.43089712797843,1527,1480,1380,146,10718.31718400943,3,1,0,0,small_grocery
MERCHANT_0146,161611.0242412222,484833.0727236667,106.60357799552916,4548,718,4166,381,27606.53888602426,6,3,0,0,retail_store
MERCHANT_0147,808298.8564508704,2424896.569352611,202.68276239991735,11964,1247,11724,239,194936.31359275055,14,7,2,0,fuel_station
MERCHANT_0148,34624.25827043008,103872.77481129023,67.49368083904498,1539,1595,1390,148,4488.717460296331,6,3,0,0,small_grocery
MERCHANT_0149,518072.94070655573,1554218.8221196672,105.27798022892821,14763,219,14051,711,123385.9559267449,20,10,3,0,large_grocery
MERCHANT_0150,11468.13434261143,34404.40302783429,41.7023067004052,825,1382,743,81,1196.024144357929,2,1,0,0,small_merchant
MERCHANT_0151,99397.08118397839,298191.2435519352,187.89618371262455,1587,158,1444,142,12936.95765894459,0,0,0,0,small_grocery
MERCHANT_0152,39950.72925136641,119852.18775409923,85.36480609266326,1404,389,1269,134,9667.129219942899,6,3,0,0,small_grocery
MERCHANT_0153,852044.7328818863,2556134.198645659,215.5438231423947,11859,596,11621,237,206510.11988869932,8,4,1,0,fuel_station
MERCHANT_0154,22712.94753079483,68138.84259238449,67.59805812736556,1008,913,909,98,5183.833732392272,2,1,0,0,small_merchant
MERCHANT_0155,30875.68226100574,92627.04678301721,58.810823354296645,1575,30,1422,152,6035.356214044905,0,0,0,0,small_grocery
MERCHANT_0156,228109.55201869953,684328.6560560986,154.7554626992534,4422,250,4080,341,53601.55166807555,7,3,0,0,retail_store
MERCHANT_0157,119453.23648974476,358359.7094692343,60.69778276917925,5904,684,5384,519,30431.925599763257,24,12,3,1,restaurant
MERCHANT_0158,71911.18984770698,215733.56954312092,123.77141109760237,1743,322,1581,161,21091.28819823431,4,2,0,0,small_grocery
MERCHANT_0159,293120.9180155276,879362.7540465828,190.3382584516413,4620,1088,4293,326,81407.94679231125,5,2,0,0,retail_store
MERCHANT_0160,396991.83667954477,1190975.5100386343,77.61326230294131,15345,769,14419,925,102783.90214424311,10,5,1,0,large_grocery
MERCHANT_0161,230363.9672641293,691091.9017923878,164.66330755120035,4197,194,3873,323,55045.816293792435,8,4,1,0,retail_store
MERCHANT_0162,249045.82047391182,747137.4614217355,166.5858330929176,4485,115,4148,336,53502.78982576124,5,2,0,0,retail_store
MERCHANT_0163,1057466.3267016995,3172398.9801050983,265.2285745426886,11961,723,11721,239,131254.58654972297,9,4,1,0,fuel_station
MERCHANT_0164,53488.79035974166,160466.37107922498,109.83324509187199,1461,437,1322,138,7119.966079898524,1,0,0,1,small_grocery
MERCHANT_0165,194592.61983209514,583777.8594962854,98.17992927956364,5946,135,5467,478,51383.33172434359,10,5,1,0,restaurant
MERCHANT_0166,716206.6352712633,2148619.90581379,142.30213297660706,15099,288,14670,428,186688.271111505,14,7,2,0,large_grocery
MERCHANT_0167,34695.00717279801,104085.02151839403,71.68389911735126,1452,263,1311,140,7733.232086086918,3,1,0,0,small_grocery
MERCHANT_0168,56256.00864758323,168768.0259427497,106.34406171565827,1587,83,1437,149,10563.079724955622,3,1,0,0,small_grocery
MERCHANT_0169,142020.78633557793,426062.35900673375,95.06076729289018,4482,577,4097,384,14941.514113227237,7,3,0,0,retail_store
MERCHANT_0170,219253.79056226843,657761.3716868053,142.3725912742003,4620,1052,4259,360,36272.33602301818,3,1,0,0,retail_store
MERCHANT_0171,41391.4531774034,124174.35953221019,83.61909732808768,1485,625,1342,142,7621.322655875109,4,2,0,0,small_grocery
MERCHANT_0172,717768.2882425596,2153304.8647276787,179.0392337846245,12027,1277,11687,339,141517.53364966667,10,5,1,0,fuel_station
MERCHANT_0173,59163.64511180772,177490.93533542316,126.96061182791355,1398,99,1266,131,16912.81065977048,1,0,0,0,small_grocery
MERCHANT_0174,250156.78762268092,750470.3628680428,167.5531062442605,4479,417,4143,335,30454.55760994678,3,1,0,0,retail_store
MERCHANT_0175,62859.46906796993,188578.40720390977,124.96912339556646,1509,686,1367,141,12809.086725654854,3,1,0,0,small_grocery
MERCHANT_0176,243044.00550442818,729132.0165132845,166.35455544450937,4383,822,4051,331,42188.66230386882,6,3,0,1,retail_store
MERCHANT_0177,740474.667842962,2221424.003528886,150.2586582473543,14784,868,14400,383,220675.98197598566,21,10,3,1,large_grocery
MERCHANT_0178,47815.472093417105,143446.41628025132,157.28773714939837,912,953,825,86,13023.634173120841,0,0,0,0,small_merchant
MERCHANT_0179,55246.93762532179,165740.81287596538,112.97942254667034,1467,769,1328,138,10373.00870653442,3,1,0,0,small_grocery
MERCHANT_0180,332801.67047332146,998405.0114199644,66.22918815389481,15075,72,14069,1005,99820.240798954,14,7,2,1,large_grocery
MERCHANT_0181,62476.16144025628,187428.48432076882,121.07783224855868,1548,867,1402,145,12670.955819436718,1,0,0,0,small_grocery
MERCHANT_0182,23712.94251203333,71138.82753609998,85.60629065716003,831,941,749,81,3163.865191865246,5,2,0,0,small_merchant
MERCHANT_0183,1545118.2558375874,4635354.767512762,153.72781373371677,30153,3650,29549,603,326290.25244366867,18,9,2,0,utility_provider
MERCHANT_0184,514295.3249758434,1542885.9749275302,104.36187600970848,14784,862,14065,718,74696.84606466354,13,6,1,0,large_grocery
MERCHANT_0185,234014.47813627095,702043.4344088128,152.05619112168353,4617,847,4263,353,53182.7312539976,7,3,0,0,retail_store
MERCHANT_0186,260908.33314099457,782724.9994229837,128.71649390280936,6081,527,5631,449,75008.02400377295,11,5,1,0,restaurant
MERCHANT_0187,249380.4720707863,748141.4162123589,175.86775181296636,4254,1477,3934,319,64150.56165357856,5,2,0,1,retail_store
MERCHANT_0188,690731.0336600435,2072193.1009801305,171.56756921511266,12078,3650,11704,373,106809.63101431356,15,7,2,0,fuel_station
MERCHANT_0189,64494.89115366503,193484.67346099508,115.9980056720594,1668,1102,1511,156,10278.662056408362,7,3,0,0,small_grocery
MERCHANT_0190,33451.58602303723,100354.75806911167,65.0809066596055,1542,692,1392,149,3808.7186595151725,2,1,0,0,small_grocery
MERCHANT_0191,2131705.451820306,6395116.355460918,214.91132693016493,29757,60,29161,595,335047.74993147876,22,11,3,0,utility_provider
MERCHANT_0192,35579.74100687994,106739.22302063982,118.59913668959982,900,947,813,86,4217.087377358169,0,0,0,0,small_merchant
MERCHANT_0193,158220.66242080083,474661.9872624025,108.89240359311826,4359,900,3992,366,31626.68768546485,8,4,1,0,retail_store
MERCHANT_0194,428370.4595926166,1285111.3787778497,85.02788003029309,15114,1090,14250,863,103524.03875841292,14,7,2,0,large_grocery
MERCHANT_0195,443313.72843963595,1329941.1853189077,87.69806695146112,15165,97,14320,844,110933.15713152525,11,5,1,0,large_grocery
MERCHANT_0196,82979.1090406667,248937.3271220001,56.21890856413734,4428,774,4021,406,9285.847434832436,5,2,0,0,retail_store
MERCHANT_0197,1532149.2935347774,4596447.880604332,152.93963800506862,30054,255,29452,601,257387.56721720612,27,13,3,0,utility_provider
MERCHANT_0198,1906710.2107471977,5720130.632241594,187.89024544217557,30444,1042,29835,608,300563.0310197297,37,18,5,0,utility_provider
MERCHANT_0199,176409.82873901137,529229.486217034,87.33159838564919,6060,200,5560,499,21320.90329702499,11,5,1,0,restaurant
MERCHANT_0200,261129.74311723417,783389.2293517025,171.79588362975932,4560,840,4223,336,45043.38237393177,0,0,0,0,retail_store
MERCHANT_0201,48843.79366325844,146531.38098977532,102.3978902793678,1431,255,1294,136,7808.365296338014,2,1,0,0,small_grocery
MERCHANT_0202,47094.61106974147,141283.8332092244,90.39272758107768,1563,30,1414,148,10685.759992930933,3,1,0,0,small_grocery
MERCHANT_0203,1631433.8820262752,4894301.646078825,165.27544139664423,29613,732,29020,592,451353.36694247567,29,14,4,0,utility_provider
MERCHANT_0204,164115.4026047169,492346.20781415066,108.11291344184248,4554,87,4173,380,31340.8466889777,11,5,1,1,retail_store
MERCHANT_0205,71772.84738605525,215318.54215816574,140.18134255088916,1536,786,1393,142,17895.341837300613,2,1,0,0,small_grocery
MERCHANT_0206,31344.655375972896,94033.96612791868,58.918525142806196,1596,1896,1441,154,4049.7944652779643,4,2,0,0,small_grocery
MERCHANT_0207,272608.33278429107,817824.9983528731,187.10249333170285,4371,2541,4053,317,76055.8917544488,4,2,0,0,retail_store
